Código Planta,DESCRIPCIÓN BIMBO,Línea de producción,Siglas Línea,Estatus línea,Activo/inactivo,Ubicación física en línea,Centro de Costo,Ubicación física en Planta,BIM,Descripción del activo,Marca,Modelo,Serie,"voltaje, capacidad o dimensiones",Comentarios equipo,Familia Equipo,grafica,Gráfica analisis,,,
POR CODIFICAR,MOTOBOMBA DE REFACCION PARA SISTEMA GLICOL 606LPM/36MTS (2 X 2 1/2 X 7) PICSA AURORA REF. 77574 SECC. 341,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,CUARTO DE MAQUINAS 3 P 117,Alta,MOTOBOMBA DE REFACCION PARA SISTEMA GLICOL 606LPM/36MTS (2 X 2 1/2 X 7) PICSA AURORA REF. 77574 SECC. 341,PICSA AURORA,av 4,NA,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,COMPRESOR # CT-49 TIPO TORNILLO HYDROVANE HVO2,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,PROCESO ,0252,PLANTA TRATADORA P 117,Baja,COMPRESOR # CT-49 TIPO TORNILLO HYDROVANE HVO2,HYDROVANE,NA,NA,NA,,COMPRESOR,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,CRIBA MANUAL # CRM-12,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,PROCESO ,0252,PLANTA TRATADORA P 117,Baja,CRIBA MANUAL # CRM-12,GENERICA,NA,NA,NA,,TANQUE,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,"EXTRACTOR DE OLORES DEL CARCAMO 1,300 M3/HORA S Y P 08-B-02",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,"EXTRACTOR DE OLORES DEL CARCAMO 1,300 M3/HORA S Y P 08-B-02",S&P,5CSB-1300,NA,127/220V,,EXTRACTOR,Capturado,Registro equipo,,,
POR CODIFICAR,FOSA 3,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,FOSA 3,GENERICA,NA,NA,NA,,FOSA,Capturado,Registro equipo,,,
POR CODIFICAR,"INTERCAMBIADOR DE CALOR # 1 DE AGUA PARA PRODUCCION 10,000 LTS",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,"INTERCAMBIADOR DE CALOR # 1 DE AGUA PARA PRODUCCION 10,000 LTS",GENERICA,NA,NA,NA,,INTERCAMBIADOR,Capturado,Registro equipo,,,
POR CODIFICAR,"INTERCAMBIADOR DE CALOR # 2 DE SERVICIOS GENERALES 10,000 LTS",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,"INTERCAMBIADOR DE CALOR # 2 DE SERVICIOS GENERALES 10,000 LTS",GENERICA,NA,NA,NA,,INTERCAMBIADOR,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA DE RED AGUA CALIENTE # 1 (PRODUCCION) BARNES IAZ-10-2 A67416,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,MOTOBOMBA DE RED AGUA CALIENTE # 1 (PRODUCCION) BARNES IAZ-10-2 A67416,PICSA AURORA,NA,NA,NA,,MOTOBOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA DE RED AGUA CALIENTE # 2 (VACIADO) BARNES IAZ-10-2 B 34022,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,PROCESO ,0252,,Baja,MOTOBOMBA DE RED AGUA CALIENTE # 2 (VACIADO) BARNES IAZ-10-2 B 34022,GENERICA,NA,NA,NA,,MOTOBOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,MOTOBOMBA VERTICAL # 1 DE AGUA PLUVIAL (PATIO PL.3),SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,MOTOBOMBA VERTICAL # 1 DE AGUA PLUVIAL (PATIO PL.3),GENERICA,NA,NA,NA,,MOTOBOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,"MOTOBOMBA VERTICAL # 1 DEL CARCAMO 7.5 H.P. (440 VCA) (11.5 AMPS.) (3/60/460  7.69"") GOULDS WS7534D4 DIAM. DE DESCARGA 4""",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,"MOTOBOMBA VERTICAL # 1 DEL CARCAMO 7.5 H.P. (440 VCA) (11.5 AMPS.) (3/60/460  7.69"") GOULDS WS7534D4 DIAM. DE DESCARGA 4""",GOULDS,WS7534D4,"DIAM. DE DESCARGA 4""",NA,,MOTOBOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,MOTOBOMBA VERTICAL # 2 DE AGUA PLUVIAL (PATIO PL.3),SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,MOTOBOMBA VERTICAL # 2 DE AGUA PLUVIAL (PATIO PL.3),GENERICA,NA,NA,NA,,MOTOBOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,"MOTOBOMBA VERTICAL # 2 DEL CARCAMO 7.5 H.P. (440 VCA) (11.5 AMPS.) (3/60/460  7.69"") GOULDS WS7534D4 DIAM. DE DESCARGA 4""",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,"MOTOBOMBA VERTICAL # 2 DEL CARCAMO 7.5 H.P. (440 VCA) (11.5 AMPS.) (3/60/460  7.69"") GOULDS WS7534D4 DIAM. DE DESCARGA 4""",GOULDS,WS7534D4,"DIAM. DE DESCARGA 4""",NA,,MOTOBOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,"RACK # 3 PANELES SOLARES 32 PENELES KIOTO CLEAR ENERGY FP 1.20.0 HE SC (MX) 1107110033, VER NOTA",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,"RACK # 3 PANELES SOLARES 32 PENELES KIOTO CLEAR ENERGY FP 1.20.0 HE SC (MX) 1107110033, VER NOTA",KIOTO CLEAR ENERGY,NA,NA,NA,,RACK ,Capturado,Registro equipo,,,
POR CODIFICAR,RED CONTRA INCENDIOS (PRED.117) 8 A 10.5 KG/CM2,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RED CONTRA INCENDIOS (PRED.117) 8 A 10.5 KG/CM2,GENERICA,NA,NA,NA,,REDES CONTRA INCENDIOS,Capturado,Registro equipo,,,
POR CODIFICAR,RED DE AGUA CALIENTE (PRED.117) 1.5 A 2.5 KG/CM2,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RED DE AGUA CALIENTE (PRED.117) 1.5 A 2.5 KG/CM2,GENERICA,NA,NA,NA,,REDES DE SUMINISTRO,Capturado,Registro equipo,,,
POR CODIFICAR,RED DE AGUA CON GLICOL (PRED.117) 1.5 A 2.5 KG/CM2,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RED DE AGUA CON GLICOL (PRED.117) 1.5 A 2.5 KG/CM2,GENERICA,NA,NA,NA,,REDES DE SUMINISTRO,Capturado,Registro equipo,,,
POR CODIFICAR,RED DE AGUA FRIA (PRED.117) 1.5 A 2.5 KG/CM2,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RED DE AGUA FRIA (PRED.117) 1.5 A 2.5 KG/CM2,GENERICA,NA,NA,NA,,REDES DE SUMINISTRO,Capturado,Registro equipo,,,
POR CODIFICAR,RED DE AGUA NORMAL (PRED.117) 2 A 2.5 KG/CM2,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RED DE AGUA NORMAL (PRED.117) 2 A 2.5 KG/CM2,GENERICA,NA,NA,NA,,REDES DE SUMINISTRO,Capturado,Registro equipo,,,
POR CODIFICAR,RED DE AIRE COMPRIMIDO (PRED.117) 5 A 5.5 KG/CM2,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RED DE AIRE COMPRIMIDO (PRED.117) 5 A 5.5 KG/CM2,GENERICA,NA,NA,NA,,RED DE AIRE,Capturado,Registro equipo,,,
POR CODIFICAR,RED DE GAS NATURAL (PRED.117) 2 A 2.5 KG/CM2,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RED DE GAS NATURAL (PRED.117) 2 A 2.5 KG/CM2,GENERICA,NA,NA,NA,,REDES DE GAS,Capturado,Registro equipo,,,
POR CODIFICAR,RED DE VAPOR (PRED.117) DE 0.8 A 0.98 KG/CM2,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RED DE VAPOR (PRED.117) DE 0.8 A 0.98 KG/CM2,GENERICA,NA,NA,NA,,RED DE VAPOR,Capturado,Registro equipo,,,
POR CODIFICAR,RUTINAS (1º T) DE C.M; AZOTEAS; C.B. Y CARCAMOS (P.117),SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RUTINAS (1º T) DE C.M; AZOTEAS; C.B. Y CARCAMOS (P.117),GENERICA,NA,NA,NA,,RUTINAS,Capturado,Registro equipo,,,
POR CODIFICAR,RUTINAS (2º T) DE C.M; AZOTEAS; C.B. Y CARCAMOS (P.117),SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RUTINAS (2º T) DE C.M; AZOTEAS; C.B. Y CARCAMOS (P.117),GENERICA,NA,NA,NA,,RUTINAS,Capturado,Registro equipo,,,
POR CODIFICAR,RUTINAS (3º T) DE C.M Y C.B. (P.117),SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RUTINAS (3º T) DE C.M Y C.B. (P.117),GENERICA,NA,NA,NA,,RUTINAS,Capturado,Registro equipo,,,
POR CODIFICAR,RUTINAS DE PLANTAS ELECT. DE EMERG. (P.117),SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,RUTINAS DE PLANTAS ELECT. DE EMERG. (P.117),GENERICA,NA,NA,NA,,RUTINAS,Capturado,Registro equipo,,,
POR CODIFICAR,SERVICIOS GENERALES (P.117),SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,SERVICIOS GENERALES (P.117),GENERICA,NA,NA,NA,,SERVICIOS GENERALES ,Capturado,Registro equipo,,,
POR CODIFICAR,TABLERO CAMARA FRIA DE COMEDOR FUERZA 220 V. CONTROL 127 V.,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,TABLERO CAMARA FRIA DE COMEDOR FUERZA 220 V. CONTROL 127 V.,GENERICA,NA,NA,110/220V,,TABLERO,Capturado,Registro equipo,,,
POR CODIFICAR,TABLERO CAMARA FRIA DE MATERIAS PRIMAS FUERZA 220 V. CONTROL 127 V.,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,TABLERO CAMARA FRIA DE MATERIAS PRIMAS FUERZA 220 V. CONTROL 127 V.,GENERICA,NA,NA,110/220V,,TABLERO,Capturado,Registro equipo,,,
POR CODIFICAR,TABLERO DE AREAS DE OFICINAS (PATIO PL.3) FUERZA 220VCA - 225 AMPS. SQUARE D CAT. NQODKA E2,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,TABLERO DE AREAS DE OFICINAS (PATIO PL.3) FUERZA 220VCA - 225 AMPS. SQUARE D CAT. NQODKA E2,GENERICA,NA,NA,110/220V,,TABLERO,Capturado,Registro equipo,,,
POR CODIFICAR,TABLERO DE BOMBAS DE CARCAMO Y PLUVIALES (PATIO PL.3) FUERZA 440 VCA - CONTROL 127 VCA,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,TABLERO DE BOMBAS DE CARCAMO Y PLUVIALES (PATIO PL.3) FUERZA 440 VCA - CONTROL 127 VCA,GENERICA,NA,NA,110/440V,,TABLERO,Capturado,Registro equipo,,,
POR CODIFICAR,TANQUE AGUA CALIENTE# 1 PANELES SOLARES 5000 LTS MASS 5-11-51.18,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,TANQUE AGUA CALIENTE# 1 PANELES SOLARES 5000 LTS MASS 5-11-51.18,GENERICA,NA,NA,NA,,TANQUE,Capturado,Registro equipo,,,
POR CODIFICAR,"TANQUE AGUA TRATADA # 1 (1,100 LTS) ROTOPLAS GR-ETQ-TVB-1100",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,"TANQUE AGUA TRATADA # 1 (1,100 LTS) ROTOPLAS GR-ETQ-TVB-1100",ROTOPLAS,NA,NA,1100LTS,,TANQUE,Capturado,Registro equipo,,,
POR CODIFICAR,"TANQUE AGUA TRATADA # 2 (1,100 LTS) ROTOPLAS GR-ETQ-TVB-1100",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,"TANQUE AGUA TRATADA # 2 (1,100 LTS) ROTOPLAS GR-ETQ-TVB-1100",ROTOPLAS,NA,NA,1100LTS,,TANQUE,Capturado,Registro equipo,,,
POR CODIFICAR,"TANQUE DE GAS LP # 1 ECO 5,000 LTS TATSA 5000 V 1186",SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,PROCESO ,0252,,Baja,"TANQUE DE GAS LP # 1 ECO 5,000 LTS TATSA 5000 V 1186",GENERICA,NA,NA,NA,,TANQUE,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,TANQUE DE GAS LP # 2 ECO 500 LTS TATSA 500 11690,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,TANQUE DE GAS LP # 2 ECO 500 LTS TATSA 500 11690,TATSA,500,45690,NA,,TANQUE,Capturado,Registro equipo,,,
POR CODIFICAR,TANQUE HIDRONEUMATICO # 1 AGUA TRATADA 80 LTS ZILMET CE 0036 005632,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,TANQUE HIDRONEUMATICO # 1 AGUA TRATADA 80 LTS ZILMET CE 0036 005632,ZILMET,NA,NA,80LTS,,TANQUE,Capturado,Registro equipo,,,
POR CODIFICAR,TANQUE HIDRONEUMATICO # 2 AGUA TRATADA 80 LTS ZILMET CE 0036,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,PROCESO ,0252,,Alta,TANQUE HIDRONEUMATICO # 2 AGUA TRATADA 80 LTS ZILMET CE 0036,ZILMET,NA,NA,80LTS,,TANQUE,Capturado,Registro equipo,,,
POR CODIFICAR,UPS # AZOTEA P117 3 KVA BESP FES-3KVA FES-3K 624 S8,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,PROCESO ,0252,,Baja,UPS # AZOTEA P117 3 KVA BESP FES-3KVA FES-3K 624 S8,GENERICA,NA,NA,NA,,UPS (NO BREAK),Capturado,Equipo c/Código BIM Bajas,,,
BIM-184311,CALDERA # 2 10.5 KG/CM2 CLEAVER BROOKS CB 700-100 MX 7442,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CUARTO DE MAQUINAS 2 P 117,BIM-184311,CALDERA #2 # SERIE MX7442 CLEAVER BROKSS,CLEAVER BROOCKS,NA,NA,NA,,CALDERA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-200749,CALDERA # 1 10.5 KG/CM2 CLEAVER BROOKS CB 700-100 MX 7530,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CUARTO DE MAQUINAS 2 P 117,BIM-200749,CALDERA #1 # SERIE MX7530 P117,CLEAVER BROOCKS,NA,NA,NA,,CALDERA,Capturado,Equipo c/Código BIM (validados físicamente),,,
POR CODIFICAR,"BOMBA ""CHICA"" DE FOSA DE TRAILERS BARNES",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CTO DE B P 117,Alta,"BOMBA ""CHICA"" DE FOSA DE TRAILERS BARNES",BARNES,NA,NA,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,"BOMBA ""GRANDE"" DE FOSA DE TRAILERS BARNES",SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CTO DE B P 117,Alta,"BOMBA ""GRANDE"" DE FOSA DE TRAILERS BARNES",BARNES,NA,NA,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,BOMBA # 1 DE RED DE AGUA NORMAL GRUPO 9 1/2 WORTHINGTON 2-CNFE-84 MX 70-0493,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CTO DE B P 117,Alta,BOMBA # 1 DE RED DE AGUA NORMAL GRUPO 9 1/2 WORTHINGTON 2-CNFE-84 MX 70-0493,WORTHINGTON,NA,NA,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,BOMBA # 2 DE RED DE AGUA NORMAL DIAM. 9.0 ASARG 2-CNFE-84 168.93.1,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CTO DE B P 117,Alta,BOMBA # 2 DE RED DE AGUA NORMAL DIAM. 9.0 ASARG 2-CNFE-84 168.93.1,ASARG,NA,NA,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,BOMBA # 3 DE RED DE AGUA NORMAL GRUPO 9 1/2 WORTHINGTON 2-CNFE-84 MX 70-0493,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CTO DE B P 117,Alta,BOMBA # 3 DE RED DE AGUA NORMAL GRUPO 9 1/2 WORTHINGTON 2-CNFE-84 MX 70-0493,WORTHINGTON,NA,NA,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,CLORINADOR (PRED.117) 0/2.0/20.0 PPM (-10/+110 ºC) (110/220 VAC) B-C ELECTRONICS CL 7685 (SOFTWARE R:2.6X) SN 159095,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CTO DE B P 117,Alta,CLORINADOR (PRED.117) 0/2.0/20.0 PPM (-10/+110 ºC) (110/220 VAC) B-C ELECTRONICS CL 7685 (SOFTWARE R:2.6X) SN 159095,milton roy,NA,NA,NA,,CLORINADORES,Capturado,Registro equipo,,,
POR CODIFICAR,BATERIAS DE PLANTA DE EMERGENCIA #3 12 VCD LTH,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CUARTO DE MAQUINAS 2 P 117,Alta,BATERIAS DE PLANTA DE EMERGENCIA #3 12 VCD LTH,ROADSTAR,NA,NA,12 v,,BATERIA,Capturado,Registro equipo,,,
POR CODIFICAR,BOMBA DE AGUA DE CONDENSADOS REF. 73685 PICSA AURORA I 5-SD OT 64678,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,CUARTO DE MAQUINAS 2 P 117,Baja,BOMBA DE AGUA DE CONDENSADOS REF. 73685 PICSA AURORA I 5-SD OT 64678,GENERICA,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,BOMBA DE DIESEL (P.117) TIPO IRA3 256-2YK34 K 93,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CUARTO DE MAQUINAS 2 P 117,Alta,BOMBA DE DIESEL (P.117) TIPO IRA3 256-2YK34 K 93,SIEMENS,1ra3256-2yk34,k93,NA,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,BOMBA DE LLENADO DE CALDERA # 1 OCELCO T8-SM,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CUARTO DE MAQUINAS 2 P 117,Alta,BOMBA DE LLENADO DE CALDERA # 1 OCELCO T8-SM,CENTINEL,NA,NA,tamano 8,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,BOMBA DE LLENADO DE CALDERA # 2 OCELCO T8-SM,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CUARTO DE MAQUINAS 2 P 117,Alta,BOMBA DE LLENADO DE CALDERA # 2 OCELCO T8-SM,CENTINEL,NA,NA,tamano 8,,BOMBA,Capturado,Registro equipo,,,
POR CODIFICAR,BATERIAS DE PLANTA DE EMERGENCIA #2 12 VCD LTH,SERVICIOS GENERALES P 117,SGP 117,EQUIPO EN LINEA,ACTIVO,,0252,CUARTO DE MAQUINAS 3 P 117,Alta,BATERIAS DE PLANTA DE EMERGENCIA #2 12 VCD LTH,ROADSTAR,NA,NA,12v,SE QUITARON LAS LTH,BATERIA,Capturado,Registro equipo,,,
POR CODIFICAR,AGITADOR # AG-51 DE TANQUE TPP-52 MOT: 0.5 H.P. (230 V) (4 AMPS.) (1725 RPM) LEESON C4C17FC32B CAT.102862.00,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Alta,AGITADOR # AG-51 DE TANQUE TPP-52 MOT: 0.5 H.P. (230 V) (4 AMPS.) (1725 RPM) LEESON C4C17FC32B CAT.102862.00,LEESON,NA,NA,NA,,AGITADOR,Capturado,Registro equipo,,,
POR CODIFICAR,AGITADOR # AG-54 PARA NUTRIENTES MOT: 0.5 H.P. (230 V) (4 AMPS.) (1725 RPM) LEESON CAT.102862.00 C4C17FC32B,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Alta,AGITADOR # AG-54 PARA NUTRIENTES MOT: 0.5 H.P. (230 V) (4 AMPS.) (1725 RPM) LEESON CAT.102862.00 C4C17FC32B,LEESON,NA,NA,NA,,AGITADOR,Capturado,Registro equipo,,,
POR CODIFICAR,BOMBA # BC-24 DE AGUA RESIDUAL EN TANQUE TTA-03 JACUZZI 3 X 2,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Baja,BOMBA # BC-24 DE AGUA RESIDUAL EN TANQUE TTA-03 JACUZZI 3 X 2,GENERICA,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,BOMBA # BC-27 DE PRESURIZACION DEL GEM,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Baja,BOMBA # BC-27 DE PRESURIZACION DEL GEM,GENERICA,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,"BOMBA # BC-28 DE TANQUE TAR-06 DIAM. IMP. 6 1/8"" (SIZE 35TIH5A4) GOULDS 35T CAT. E0508207",SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Baja,"BOMBA # BC-28 DE TANQUE TAR-06 DIAM. IMP. 6 1/8"" (SIZE 35TIH5A4) GOULDS 35T CAT. E0508207",GENERICA,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,BOMBA # BC-48 DE TANQUE TD-1OA JACUZZI 3 DM1 G10T,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Baja,BOMBA # BC-48 DE TANQUE TD-1OA JACUZZI 3 DM1 G10T,GENERICA,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,BOMBA # BCP-32 DE TRANSFERENCIA DE LODOS RANGE MD (PRESSURE 12) SEEPEX SIZE 12 812988.2,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Baja,BOMBA # BCP-32 DE TRANSFERENCIA DE LODOS RANGE MD (PRESSURE 12) SEEPEX SIZE 12 812988.2,SEEPEX,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,BOMBA # BD-40A DE DOSIFICACION DE SOSA MAX. 7.0 GPH (30 PSI) (120 VCA) (1.5 AMPS.) MILTON ROY LMI B941-418SI 11063200154-1,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Baja,BOMBA # BD-40A DE DOSIFICACION DE SOSA MAX. 7.0 GPH (30 PSI) (120 VCA) (1.5 AMPS.) MILTON ROY LMI B941-418SI 11063200154-1,MILTON ROY,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,BOMBA # BD-40B DE DOSIFICACION DE SOSA (MAX. 2.5 GPH) (150 PSI) (120 VCA) (3.5 AMPS.) MILTON ROY LMI C711-368SI 20021113697,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Baja,BOMBA # BD-40B DE DOSIFICACION DE SOSA (MAX. 2.5 GPH) (150 PSI) (120 VCA) (3.5 AMPS.) MILTON ROY LMI C711-368SI 20021113697,MILTON ROY,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,BOMBA # BD-41A DE DOSIFICACION DE POLIMERO CATIONICO RANGE MD (PRESS. 12) SEEPEX SIZE 12 812987.2,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Baja,BOMBA # BD-41A DE DOSIFICACION DE POLIMERO CATIONICO RANGE MD (PRESS. 12) SEEPEX SIZE 12 812987.2,RANGE MD,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,BOMBA # BD-41B DE DOSIFICACION DE POLIMERO CATIONICO RANGE MD (PRESS. 12) SEEPEX SIZE 006 812984.2,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Baja,BOMBA # BD-41B DE DOSIFICACION DE POLIMERO CATIONICO RANGE MD (PRESS. 12) SEEPEX SIZE 006 812984.2,RANGE MD,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
POR CODIFICAR,BOMBA # BD-41C DE DOSIFICACION DE POLIMERO CATIONICO RANGE MD (PRESS. 12) SEEPEX SIZE 006 812985.2,SERVICIOS GENERALES P 117,SGP 117,PROCESO DE BAJA,INACTIVO,,0252,PLANTA TRATADORA P 117,Baja,BOMBA # BD-41C DE DOSIFICACION DE POLIMERO CATIONICO RANGE MD (PRESS. 12) SEEPEX SIZE 006 812985.2,RANGE MD,NA,NA,NA,,BOMBA,Capturado,Equipo c/Código BIM Bajas,,,
